Pays,Region,Province,Ville,Nom,Type_fichier,Categorie,Contact_public,Telephone,Site,Source_URL,Styles_Nyllo,Segment_booking,Priorite,Statut,Action_recommandee,Notes,Fichier_source
Belgique,Flandre,Flandre occidentale,Leffinge,Leffingeleuren,festival,,info@leffingeleurenfestival.be,,https://www.leffingeleurenfestival.be/,https://www.leffingeleurenfestival.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Namur,Andenne,Bear Rock Festival,festival,,info@bear-rock.org,085/84.96.95 / +32 85 84 95 30,https://bear-rock.org/,https://bear-rock.org/archives/,a qualifier | house-music,a qualifier,B,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement | Enrichissement fin: email Bear Rock Live ASBL confirme; formule electro samedi utile.,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Liege,Eupen,Eupen Music Marathon,festival,,contact via site,+32 87 59 46 20,https://www.eupenmusikmarathon.be/,https://www.ostbelgien.eu/en/events/fiche/2026-05-30/eupen-music-marathon,a qualifier,a qualifier,C,telephone verifie,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Limbourg belge,Genk,Absolutely Free Festival,festival,,info@aff.be,,https://aff.be/,https://aff.be/contact/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Flandre orientale,Gand,I Love Techno Europe,festival,,contact via site / Live Nation Belgium,,https://www.ilovetechno.be/,https://www.ilovetechno.be/,house-music,club/house/electro,B,contact via site,Completer/contact selon calendrier.,Email non visible automatiquement | Enrichissement fin: pas de mail direct confirme; passer par site/organisateur.,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Flandre orientale,Gand,Gent Jazz Festival,festival,,info@gentjazz.com,+32 9 324 45 30,https://www.gentjazz.com/,https://www.gentjazz.com/en/info/general,world-music,world music,B,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Ancienne Belgique AB,salle culturelle / concert / club,Nyllo utile: world/house/club/events,info@abconcerts.be,+32 2 548 24 84,https://www.abconcerts.be/,https://www.abconcerts.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Botanique,salle culturelle / concert,Nyllo utile: world/house/club/events,info@botanique.be,+32 2 218 37 32,https://botanique.be/,https://botanique.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,VK Vaartkapoen,salle culturelle / club,Nyllo utile: world/house/club/events,info@vkconcerts.be,,https://www.vkconcerts.be/,https://www.vkconcerts.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Recyclart,salle culturelle / club / alternative,Nyllo utile: world/house/club/events,info@recyclart.be,,https://recyclart.be/,https://recyclart.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,La Tricoterie,salle culturelle / events,Nyllo utile: world/house/club/events,info@tricoterie.be,+32 2 537 96 69,https://www.tricoterie.be/,https://www.tricoterie.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Fuse Brussels,club / discotheque,Nyllo utile: world/house/club/events,info@fuse.be,,https://www.fuse.be/,https://www.fuse.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,C12 Brussels,club / electronic venue,Nyllo utile: world/house/club/events,booking@c12space.com / info@c12space.com,+32 474 13 95 44,https://c12space.com/practical/,https://c12space.com/practical/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,La Cabane,club / house music,Nyllo utile: world/house/club/events,hello@lacabaneclub.be / jade@lacabaneevent.be,,https://www.lacabane.club/,https://www.lacabane.club/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Wallonie,Liege,Liège,Reflektor,salle / club / concert,Nyllo utile: world/house/club/events,info@reflektor.be,,https://www.reflektor.be/,https://www.reflektor.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Wallonie,Hainaut,Charleroi,Eden Charleroi,centre culturel,Nyllo utile: world/house/club/events,info@eden-charleroi.be,+32 71 202 995,https://www.eden-charleroi.be/,https://www.eden-charleroi.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Wallonie,Hainaut,Mons,Mars Mons arts de la scene,salle culturelle / arts scene,Nyllo utile: world/house/club/events,publics@surmars.be,,https://surmars.be/,https://surmars.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Wallonie,Namur,Namur,Delta Namur,centre culturel / events,Nyllo utile: world/house/club/events,info@ledelta.be,+32 81 77 67 73,https://www.ledelta.be/,https://www.ledelta.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Anvers,Antwerpen,Trix Antwerp,concert venue / club,Nyllo utile: world/house/club/events,info@trixonline.be,+32 3 670 09 00,https://www.trixonline.be/,https://www.trixonline.be/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Flandre orientale,Gent,Vooruit / VIERNULVIER,arts centre / concert / club,Nyllo utile: world/house/club/events,info@viernulvier.gent,,https://www.viernulvier.gent/,https://www.viernulvier.gent/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Flandre orientale,Gent,Kompass Klub,club / discotheque,Nyllo utile: world/house/club/events,info@kompassklub.com,,https://visit.gent.be/en/see-do/kompass-klub,https://visit.gent.be/en/see-do/kompass-klub,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Brabant flamand,Leuven,Het Depot,concert venue,Nyllo utile: world/house/club/events,info@hetdepot.be,+32 16 22 06 03,https://www.hetdepot.be/,https://www.hetdepot.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Limbourg belge,Hasselt,Muziekodroom,concert venue,Nyllo utile: world/house/club/events,info@muziekodroom.be,,https://www.muziekodroom.be/,https://www.muziekodroom.be/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Flandre,Flandre occidentale,Brugge,Cactus Muziekcentrum,festival / concert venue,Nyllo utile: world/house/club/events,info@cactusmusic.be,+32 50 33 20 14,https://www.cactusfestival.be/info/faq-en/,https://www.cactusfestival.be/info/faq-en/,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,The Hotel Brussels,hotel event venue,Nyllo utile: world/house/club/events,meet@thehotel-brussels.be,+32 2 504 11 11,https://www.thehotel-brussels.be/meetings-events,https://www.thehotel-brussels.be/meetings-events,world-music | house-music,afro/world/house,B,verifie email,Completer/contact selon calendrier.,Ajout utile manuel source officielle,ajout utile manuel source officielle
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Mix Brussels,hotel / event / rooftop style,Nyllo utile: world/house/club/events,events@mix.brussels,,https://mix.brussels/,https://mix.brussels/,world-music | house-music,afro/world/house,A,verifie email,Contacter en premier avec message personnalise Nyllo.,Ajout utile manuel source officielle,ajout utile manuel source officielle
